coin_id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,pct_change_1h,pct_change_24h,pct_change_7d,circulating_supply,ath,ath_change_pct,extracted_at
cardano,ADA,Cardano,0.265246,9772485834,13,323188607.0,0.266322,0.258906,0.0047024,-0.06366668239869266,1.8048418556232686,5.097200268912413,36833527390.06435,3.09,-91.40739,2026-03-15 09:50:44
bitcoin-cash,BCH,Bitcoin Cash,466.62,9337513276,14,158694844.0,469.08,454.66,9.19,-0.25523772179418525,2.0096783985130418,3.7150213546980204,20007549.89665078,3785.82,-87.67453,2026-03-15 09:50:44
hyperliquid,HYPE,Hyperliquid,37.26,8883694686,15,248811206.0,38.55,36.68,0.322474,0.06433694371947221,0.8730112415036588,23.099475751274042,238385315.9541414,59.3,-37.16975,2026-03-15 09:50:44
leo-token,LEO,LEO Token,9.08,8359479506,16,632425.0,9.08,8.97,0.00851153,0.026458106614376913,0.09387543831409954,0.44823956646684254,921134330.0,10.14,-10.46319,2026-03-15 09:50:44
monero,XMR,Monero,356.33,6565853976,17,83929464.0,361.89,351.59,-2.8915524812293825,-0.017497404906245115,-0.8049580994758434,4.272007491416908,18446744.07370955,797.73,-55.33274,2026-03-15 09:50:44
chainlink,LINK,Chainlink,9.27,6565395464,18,238273348.0,9.31,8.93,0.311014,0.25583995292740885,3.4711166414977623,7.371791576534668,708099970.4525867,52.7,-82.40664,2026-03-15 09:50:44
ethena-usde,USDE,Ethena USDe,0.999906,5919810835,19,78366252.0,1.001,0.999201,-0.000249225763740646,-0.005538444712560977,-0.0249187136819004,0.07326964041990751,5921266701.696718,1.034,-3.31944,2026-03-15 09:50:44
canton-network,CC,Canton,0.152681,5808685377,20,5991073.0,0.153912,0.149146,-0.001230829773240572,0.7597374783513727,-0.79969680045984,0.03296359188013413,38043145899.27383,0.194152,-21.35327,2026-03-15 09:50:44
stellar,XLM,Stellar,0.167573,5535678550,21,66418078.0,0.168527,0.162406,0.0044297,0.7577501065369464,2.7152270952287156,11.796269689130595,33016934290.50267,0.875563,-80.83887,2026-03-15 09:50:44
usd1-wlfi,USD1,USD1,0.999345,4585239224,22,592704658.0,0.999756,0.998884,7.492e-05,0.0023442809997842166,0.007497866632163063,-0.025801109144294246,4588939177.304013,1.025,-2.46693,2026-03-15 09:50:44
rain,RAIN,Rain,0.00908475,4343159868,23,19199539.0,0.00909209,0.00886663,0.0001919,1.3554495391839192,2.1579396419396395,1.4895247114688517,478058829326.45526,0.01090099,-16.64531,2026-03-15 09:50:44
dai,DAI,Dai,0.999885,4296042779,24,138696067.0,1.0,0.999663,-3.484860338987e-05,-0.005383262254300975,-0.0034851408352785094,-0.024889719424785947,4296524045.540943,1.22,-17.96118,2026-03-15 09:50:44
litecoin,LTC,Litecoin,55.41,4264474622,25,222696796.0,55.52,54.43,0.798321,0.2378637365574659,1.4618549765973967,4.260453452625669,76950895.73347135,410.26,-86.48793,2026-03-15 09:50:44
avalanche-2,AVAX,Avalanche,9.84,4252107016,26,179893393.0,9.85,9.54,0.262478,0.6610169572243294,2.741517749886737,10.724128518399368,431771961.1772119,144.96,-93.20378,2026-03-15 09:50:44
hedera-hashgraph,HBAR,Hedera,0.096269,4171169904,27,90684138.0,0.096395,0.091425,0.00337927,0.39939746608111704,3.6379361980054723,1.300888293158716,43303421565.14299,0.569229,-83.07071,2026-03-15 09:50:44
paypal-usd,PYUSD,PayPal USD,1.0,4131572616,28,32421419.0,1.001,0.999391,0.0003304,0.031894994638167744,0.03305089925463809,0.023629028607940087,4130893285.065583,1.021,-2.02461,2026-03-15 09:50:44
sui,SUI,Sui,1.004,3916015107,29,292586862.0,1.015,0.980433,0.01689556,0.1480679413639369,1.7123856879275776,12.11036088009886,3899984688.415443,5.35,-81.22976,2026-03-15 09:50:44
zcash,ZEC,Zcash,225.1,3748890764,30,290764150.0,229.02,206.9,17.93,-1.106609958772651,8.653299784648798,14.938331820405427,16602670.4780448,3191.93,-92.94773,2026-03-15 09:50:44
shiba-inu,SHIB,Shiba Inu,5.85e-06,3447437030,31,76098024.0,5.95e-06,5.82e-06,-2.7723455243e-08,0.2090885193906252,-0.4716744894042969,10.412114820425083,589243705802168.2,8.616e-05,-93.21028,2026-03-15 09:50:44
crypto-com-chain,CRO,Cronos,0.077519,3186682260,32,8386983.0,0.078097,0.076724,0.00068318,0.011955667550506309,0.889131691441326,3.846526241263528,41105134276.36118,0.891544,-91.29976,2026-03-15 09:50:44
the-open-network,TON,Toncoin,1.29,3175081361,33,76776973.0,1.31,1.29,-0.007545369399128532,-0.022072174352440764,-0.5806870708349932,-2.0108050278172755,2457168437.191727,8.25,-84.34157,2026-03-15 09:50:44
world-liberty-financial,WLFI,World Liberty Financial,0.104069,2878704078,34,46269891.0,0.104995,0.103081,0.00072038,0.23646501141375034,0.6970372561183417,8.14077275725557,27661789001.0,0.331336,-68.59103,2026-03-15 09:50:44
tether-gold,XAUT,Tether Gold,4978.23,2811275847,35,115290389.0,4998.78,4980.22,-19.920604288574395,-0.2376813039005161,-0.3985592074912321,-3.2428997216517397,564598.641692,5504.62,-9.49489,2026-03-15 09:50:44
bittensor,TAO,Bittensor,267.44,2566814601,36,310802933.0,270.95,233.86,31.81,1.3417073037545948,13.497931767940772,50.78767808580524,9597491.0,757.6,-64.49868,2026-03-15 09:50:44
mantle,MNT,Mantle,0.778937,2553292303,37,101788999.0,0.80454,0.71299,0.06417,-0.2638538434927271,8.977814068342994,16.648965282362685,3277944055.53684,2.86,-72.70063,2026-03-15 09:50:44
memecore,M,MemeCore,1.46,2546824069,38,7031495.0,1.54,1.46,-0.0722304171470407,-1.0043719534024969,-4.718553842594745,-4.462772969236188,1746276308.126611,2.96,-50.68934,2026-03-15 09:50:44
uniswap,UNI,Uniswap,3.96,2510307784,39,135525042.0,3.98,3.91,0.02600813,0.06305979365535537,0.6610776022923963,6.33695781357611,633561603.6037512,44.92,-91.169,2026-03-15 09:50:44
pax-gold,PAXG,PAX Gold,5008.42,2505945135,40,82595442.0,5032.94,5008.89,-23.636683824530337,-0.16347350571560681,-0.46972212246234013,-3.2829419704401688,500365.129,5619.09,-10.82439,2026-03-15 09:50:44
polkadot,DOT,Polkadot,1.42,2379271789,41,103774780.0,1.44,1.4,-0.011876881327259614,0.2407295984464694,-0.8282771427740585,-1.6201238514683363,1673554555.120947,54.98,-97.41371,2026-03-15 09:50:44
hashnote-usyc,USYC,Circle USYC,1.12,2310904537,42,99.62,,,,,,0.053141386522680904,2064611344.873509,1.12,-0.00065,2026-03-15 09:50:44
okb,OKB,OKB,96.64,2029637181,43,29521600.0,97.29,93.47,3.08,-0.17897516167800057,3.2950101040873134,-2.2294298882003805,21000000.0,228.74,-57.70738,2026-03-15 09:50:44
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,1.0,1995324276,44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1995324276.380449,1.0,0.0,2026-03-15 09:50:44
pi-network,PI,Pi Network,0.1926,1867888412,45,66400480.0,0.209468,0.190302,-0.014100729473350587,0.38984279162706453,-6.821818296722701,-4.615979372770272,9693704843.974493,2.99,-93.53915,2026-03-15 09:50:44
global-dollar,USDG,Global Dollar,1.0,1767488717,46,15212708.0,1.0,0.99979,-1.1955745162329e-05,-0.006862692047102578,-0.001195547949806647,0.00487992631401693,1767418666.432843,1.65,-39.55792,2026-03-15 09:50:44
aster-2,ASTER,Aster,0.714662,1756339093,47,115021349.0,0.718891,0.693107,0.01927259,-0.1423950802951328,2.7714803026632984,3.9667831797316597,2455859719.12999,2.41,-70.33041,2026-03-15 09:50:44
falcon-finance,USDF,Falcon USD,0.997087,1748793958,48,648827.0,0.99837,0.996123,0.00063394,-0.07470905274053395,0.06361994418095361,-0.02990325419649714,1753635310.587523,1.075,-7.21354,2026-03-15 09:50:44
near,NEAR,NEAR Protocol,1.35,1745088339,49,125964374.0,1.37,1.3,0.03904648,0.697368101473829,2.9762521804835185,12.377170285454062,1290238758.0,20.44,-93.36496,2026-03-15 09:50:44
sky,SKY,Sky,0.074624,1720094074,50,14582045.0,0.076814,0.072142,-0.002189157339920075,-0.8374990027692854,-2.849963488617328,3.8223749151665425,23041665686.29666,0.100535,-25.60673,2026-03-15 09:50:44
