coin_id,symbol,name,current_price,market_cap,market_cap_rank,total_volume,high_24h,low_24h,price_change_24h,pct_change_1h,pct_change_24h,pct_change_7d,circulating_supply,ath,ath_change_pct,extracted_at
usd1-wlfi,USD1,USD1,0.999322,4586067052,22,523140679.0,0.999756,0.998692,-3.6178002418064e-05,-0.007718498724613478,-0.0036201240121691743,-0.03537589162996799,4588929259.219517,1.025,-2.48048,2026-03-15 15:47:21
rain,RAIN,Rain,0.00907928,4340690971,23,17075178.0,0.00910529,0.00886918,0.00016542,1.3313305210662378,1.8557371338337365,1.5645232003436766,478058903018.2741,0.01090099,-16.70998,2026-03-15 15:47:21
dai,DAI,Dai,0.999999,4301782809,24,129456680.0,1.0,0.999701,0.00011568,-0.0028618840622132925,0.011569658082575148,-0.0037681322357484225,4301786222.291659,1.22,-17.96138,2026-03-15 15:47:21
litecoin,LTC,Litecoin,55.12,4241898934,25,225582189.0,55.52,54.44,0.661174,-0.10930036448893825,1.2140888272818517,3.4678996539505667,76952101.98347135,410.26,-86.55658,2026-03-15 15:47:21
avalanche-2,AVAX,Avalanche,9.72,4197640588,26,180624944.0,9.87,9.56,0.15966,-0.08349568738792625,1.6697622879023508,9.18033590897807,431771961.1772119,144.96,-93.29291,2026-03-15 15:47:21
paypal-usd,PYUSD,PayPal USD,0.999887,4130291308,27,23399184.0,1.001,0.999223,-5.9093898675533e-05,0.0336483735512125,-0.005909710977398498,0.006836820122383835,4130893285.063527,1.021,-2.04349,2026-03-15 15:47:21
hedera-hashgraph,HBAR,Hedera,0.095293,4126480690,28,94782982.0,0.09708,0.091425,0.00315719,-0.012536622963441052,3.426676701174363,0.26006834309749,43303421565.15558,0.569229,-83.25984,2026-03-15 15:47:21
sui,SUI,Sui,0.9991,3894120168,29,289600586.0,1.015,0.984728,0.0143723,-0.2673829249684598,1.4595197108157152,11.98980773274859,3899984688.415443,5.35,-81.31324,2026-03-15 15:47:21
zcash,ZEC,Zcash,227.79,3784317220,30,358440882.0,229.02,208.77,18.98,-0.09930169442746069,9.089099947552077,15.036955423712211,16602670.4780448,3191.93,-92.86348,2026-03-15 15:47:21
shiba-inu,SHIB,Shiba Inu,5.83e-06,3435318526,31,79827844.0,5.93e-06,5.82e-06,-6.9042620518e-08,-0.3108396474039633,-1.170312593673186,10.040231023612817,589243705802168.2,8.616e-05,-93.23289,2026-03-15 15:47:21
crypto-com-chain,CRO,Cronos,0.077758,3196348214,32,8468115.0,0.078097,0.077214,0.0005432,-0.05966377862089247,0.7034935368334198,4.309367067182936,41105795487.75841,0.891544,-91.27355,2026-03-15 15:47:21
the-open-network,TON,Toncoin,1.3,3182670117,33,71681455.0,1.31,1.29,-0.003431276261973704,0.4664729985205709,-0.2642061874812395,-3.4874061888685794,2457193781.131438,8.25,-84.31943,2026-03-15 15:47:21
world-liberty-financial,WLFI,World Liberty Financial,0.103659,2866675525,34,48751669.0,0.104997,0.103193,-0.000252913985453351,-0.18705931941497014,-0.24339237729947444,6.521934000594245,27661789504.0,0.331336,-68.71479,2026-03-15 15:47:21
tether-gold,XAUT,Tether Gold,4971.85,2807144084,35,113895775.0,4996.73,4972.2,-24.20858193960703,-0.13828661518808608,-0.4845536479776576,-3.2739086929939467,564598.641692,5504.62,-9.64201,2026-03-15 15:47:21
bittensor,TAO,Bittensor,278.68,2668775503,36,398114475.0,278.5,233.96,44.61,1.7072179966590821,19.056622956909166,57.19198390100826,9597491.0,757.6,-63.31244,2026-03-15 15:47:21
memecore,M,MemeCore,1.48,2590654904,37,7263510.0,1.54,1.45,-0.04483642337686722,-0.0211390380989101,-2.9340283710786745,-0.35980674911385185,1746368725.463243,2.96,-49.77966,2026-03-15 15:47:21
mantle,MNT,Mantle,0.781466,2562450319,38,60188791.0,0.80454,0.758264,0.02320149,0.11918626660858006,3.059814583257513,15.986721994060634,3277944055.53684,2.86,-72.61874,2026-03-15 15:47:21
uniswap,UNI,Uniswap,3.96,2507223176,39,135438436.0,4.0,3.91,0.03622473,0.029432909164354624,0.9236767630093977,7.058046605313124,633561603.6037512,44.92,-91.18945,2026-03-15 15:47:21
pax-gold,PAXG,PAX Gold,5003.85,2503782689,40,91802050.0,5029.26,5003.25,-24.96934731114743,-0.16064325131832422,-0.4965249739760596,-3.2660990688659597,500365.129,5619.09,-10.95791,2026-03-15 15:47:21
polkadot,DOT,Polkadot,1.42,2371678474,41,105735391.0,1.44,1.4,-0.01353404698092242,-0.08599532234589918,-0.946112396249384,-3.29817949268134,1673554555.120947,54.98,-97.42221,2026-03-15 15:47:21
hashnote-usyc,USYC,Circle USYC,1.12,2310904537,42,99.62,,,,,,0.053141386522680904,2064611344.873509,1.12,-0.00065,2026-03-15 15:47:21
okb,OKB,OKB,96.02,2016475900,43,21806412.0,97.86,95.71,-0.04236967124715818,-0.06412611981412474,-0.04410412366457504,-1.3254107171251963,21000000.0,228.74,-58.00186,2026-03-15 15:47:21
blackrock-usd-institutional-digital-liquidity-fund,BUIDL,BlackRock USD Institutional Digital Liquidity Fund,1.0,1995324276,44,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1995324276.380449,1.0,0.0,2026-03-15 15:47:21
pi-network,PI,Pi Network,0.191997,1862687770,45,49776523.0,0.208609,0.190784,-0.008697415775698769,-0.8843727032133505,-4.333652481170916,-5.566031022192419,9699639743.107677,2.99,-93.56018,2026-03-15 15:47:21
global-dollar,USDG,Global Dollar,1.0,1767446047,46,12254543.0,1.0,0.99979,5.509e-05,-0.0015298739573969013,0.005508990800104054,0.004409132003226509,1767418666.432592,1.65,-39.56398,2026-03-15 15:47:21
aster-2,ASTER,Aster,0.715895,1758717790,47,110350751.0,0.719349,0.698666,0.01722872,0.11988904313498316,2.4659436014121994,4.4120043590725375,2455859719.12999,2.41,-70.27922,2026-03-15 15:47:21
falcon-finance,USDF,Falcon USD,0.9973,1748899965,48,505213.0,0.99837,0.995744,-0.000191191601677465,-0.00786300430956378,-0.019167253577121224,-0.007868986623586881,1753635310.587523,1.075,-7.19118,2026-03-15 15:47:21
near,NEAR,NEAR Protocol,1.34,1725080053,49,136591079.0,1.37,1.3,0.02965374,0.46780177792343164,2.267076871532956,8.027500095103457,1290265690.0,20.44,-93.45766,2026-03-15 15:47:21
aave,AAVE,Aave,112.85,1712962324,50,255851970.0,113.94,110.14,2.59,0.2807774094654681,2.3443694038200458,5.391883704432477,15183034.765308334,661.69,-82.94531,2026-03-15 15:47:21
